UserId,Reputation,AccountAgeDays,PreAnsCount,LastAnswerAfter,PostAnsTotal,Ans_0_3,Ans_3_6,Ans_6_12
"1460591","5161","3819","5","2023-06-29 20:09:19","8","1","7","0"
"1461181","4990","3819","12","2023-11-29 17:29:25","6","0","0","6"
"1461484","2326","3818","5","","0","0","0","0"
"1462295","5039","3818","34","2023-09-21 21:19:59","2","0","0","2"
"1463174","4406","3817","6","2023-02-21 07:30:39","1","1","0","0"
"1463595","2665","3817","17","2023-05-03 08:20:08","4","3","1","0"
"1463931","3131","3817","5","","0","0","0","0"
"1464957","2284","3817","5","2023-09-22 14:25:30","2","1","0","1"
"1465881","2009","3816","5","2023-10-24 11:07:05","4","2","1","1"
"1466825","9825","3816","39","2023-12-22 13:40:33","32","16","10","6"
"1467342","4013","3816","5","2023-06-05 12:51:45","3","2","1","0"
"1467365","3462","3816","5","2023-05-24 21:37:46","2","1","1","0"
"1467600","3315","3816","7","2023-08-03 07:35:41","4","2","1","1"
"1467914","3211","3815","86","2024-01-23 00:18:53","44","11","19","14"
"1469457","9354","3815","5","2024-01-11 15:12:51","3","1","0","2"
"1469465","6978","3815","10","2023-03-25 10:08:43","7","7","0","0"
"1469494","7042","3815","8","2023-11-21 13:42:59","7","0","2","5"
"1469714","3682","3815","7","2023-08-01 12:03:41","5","1","3","1"
"1470581","3720","3815","7","2023-10-20 01:43:02","4","1","1","2"
"1470749","9077","3814","7","2024-01-12 11:32:05","2","1","0","1"
"1471604","5542","3814","7","","0","0","0","0"
"1472690","5069","3814","13","2023-07-16 01:43:16","4","2","2","0"
"1472806","5827","3814","6","2024-01-31 15:25:04","2","0","0","2"
"1473412","3090","3814","17","2023-09-26 16:25:20","12","10","1","1"
"1474751","4653","3813","13","2023-11-26 15:27:53","6","4","1","1"
"1476829","4299","3812","5","2023-09-17 16:04:17","3","0","2","1"
"1477064","4869","3812","5","2023-12-14 18:38:31","7","3","2","2"
"1478706","2540","3811","13","2023-09-13 21:31:23","2","1","0","1"
"1480324","2994","3810","14","2023-10-04 21:13:42","8","2","4","2"
"1480397","4141","3810","5","2023-03-04 14:55:52","1","1","0","0"
"1480946","2732","3810","10","2024-01-12 05:04:01","8","1","1","6"
"1481986","6241","3809","6","2024-01-25 11:22:19","9","2","5","2"
"1482055","5122","3809","13","2024-01-17 09:01:53","22","0","0","22"
"1483190","4820","3809","9","2023-03-16 23:40:59","2","2","0","0"
"1483390","2661","3809","6","","0","0","0","0"
"1483903","2839","3809","6","2023-08-29 03:07:21","7","0","0","7"
"1483981","9010","3809","6","2024-01-28 20:24:12","1","0","0","1"
"1484969","2383","3808","5","2023-11-15 08:54:21","4","2","1","1"
"1485447","5865","3808","5","2023-10-29 09:01:59","1","0","0","1"
"1485877","9942","3808","5","2023-07-05 16:43:37","5","1","4","0"
"1485984","4576","3808","6","2023-12-11 17:15:11","6","2","0","4"
"1486848","2380","3808","6","","0","0","0","0"
"1487025","8056","3808","6","2023-06-16 17:17:52","1","0","1","0"
"1487069","7165","3808","11","2023-10-30 21:40:24","4","0","1","3"
"1487529","8352","3807","7","2023-12-29 21:17:01","4","0","1","3"
"1487875","4723","3807","5","2023-09-21 09:33:55","2","1","0","1"
"1488055","5896","3807","5","2023-03-31 07:28:07","1","1","0","0"
"1488799","9082","3807","11","2023-11-18 17:29:55","10","4","4","2"
"1489487","8169","3807","15","2023-04-05 05:30:34","1","1","0","0"
"1489538","3635","3807","6","2023-09-26 15:03:35","1","0","0","1"
"1490220","2707","3806","5","","0","0","0","0"
"1490783","5382","3806","5","2023-12-06 12:38:53","4","0","3","1"
"1490882","8846","3806","13","","0","0","0","0"
"1491378","3876","3806","10","","0","0","0","0"
"1491439","7658","3806","90","2024-01-02 07:23:45","38","16","11","11"
"1492947","5943","3805","7","","0","0","0","0"
"1492969","4344","3805","10","2023-03-21 18:57:36","3","3","0","0"
"1493116","6082","3805","5","2023-08-08 13:11:54","2","1","0","1"
"1493294","7594","3805","6","2023-05-13 23:54:38","2","1","1","0"
"1494135","2342","3804","6","","0","0","0","0"
"1495198","9789","3803","5","","0","0","0","0"
"1495323","4315","3803","11","2023-08-08 22:14:18","3","2","0","1"
"1495627","8197","3803","9","2023-12-31 17:42:01","2","0","0","2"
"1496974","2703","3803","16","2023-11-09 05:45:01","12","5","2","5"
"1497199","8264","3803","10","2023-11-17 01:35:28","1","0","0","1"
"1497385","6886","3803","11","","0","0","0","0"
"1497418","2578","3802","24","2023-06-15 16:07:31","3","1","2","0"
"1497597","3784","3802","17","2023-06-07 05:00:53","2","0","2","0"
"1498178","8773","3802","5","2024-01-11 01:57:52","25","9","2","14"
"1498389","5140","3802","7","2023-03-28 09:38:14","2","2","0","0"
"1498652","2202","3802","5","","0","0","0","0"
"1499713","2390","3802","5","","0","0","0","0"
"1499766","5370","3802","6","2023-11-25 15:23:31","24","7","7","10"
"1499803","7874","3802","5","2023-09-19 01:10:38","1","0","0","1"
"1499877","5335","3802","37","2023-11-08 19:14:20","13","4","4","5"
"1500241","5041","3801","38","2023-05-22 13:18:40","2","1","1","0"
"1501191","8424","4089","7","2024-01-12 10:54:30","10","2","4","4"
"1501285","7698","3801","9","2023-09-26 12:06:01","4","1","1","2"
"1502439","3737","3801","7","2024-01-08 23:07:55","1","0","0","1"
"1503163","5327","3800","48","2024-01-17 09:18:11","35","6","9","20"
"1503606","4336","3800","16","2024-01-04 18:46:52","1","0","0","1"
"1505074","4671","3800","13","2023-07-20 05:05:46","3","1","2","0"
"1505146","4154","3800","15","2023-11-20 15:27:44","2","1","0","1"
"1506104","7136","3799","6","2023-08-03 09:02:47","8","6","1","1"
"1506462","3098","3799","8","2023-07-28 17:21:33","3","1","2","0"
"1506715","2397","3799","10","2023-11-16 21:18:24","3","0","1","2"
"1507124","4571","3799","34","2023-12-27 11:18:14","16","4","5","7"
"1507691","7631","3799","55","2024-01-30 18:08:10","42","10","12","20"
"1508147","3803","3798","6","2023-12-07 11:16:41","6","0","4","2"
"1508724","7739","3798","5","2024-01-08 22:52:34","1","0","0","1"
"1509124","3712","3798","104","2023-06-14 08:10:32","2","1","1","0"
"1509834","6359","3797","31","2024-01-17 09:34:03","16","1","4","11"
"1511337","6217","3796","15","2023-11-29 13:48:04","8","1","5","2"
"1512168","2454","3964","10","2023-06-20 11:46:27","2","0","2","0"
"1512175","5593","3796","6","","0","0","0","0"
"1512250","3149","3796","6","2023-09-25 19:59:27","1","0","0","1"
"1513187","4274","3796","8","2024-01-13 20:44:11","4","1","0","3"
"1514029","2699","3795","5","2023-09-07 11:05:09","2","1","0","1"
"1514049","4054","3795","19","2023-11-17 06:29:25","6","0","3","3"
"1514066","2180","3795","6","","0","0","0","0"
"1516297","3711","3794","5","","0","0","0","0"
"1518100","4445","3794","56","2023-05-09 02:48:31","2","1","1","0"
"1519574","3610","3793","9","2023-08-23 13:59:18","8","6","0","2"
"1520083","5847","3793","6","2023-11-07 09:54:43","28","6","20","2"
"1520211","8121","3793","13","","0","0","0","0"
"1520278","7110","3793","10","2024-01-24 11:07:42","11","4","6","1"
"1520850","2199","3793","6","2023-10-22 05:47:27","3","1","1","1"
"1520991","3145","3793","24","2023-08-21 08:00:12","3","1","0","2"
"1522117","8810","3793","5","2023-04-05 04:18:31","1","1","0","0"
"1522548","7005","3792","7","","0","0","0","0"
"1523120","2496","3792","17","2023-06-28 20:43:09","4","2","2","0"
"1524702","2733","3792","10","2023-03-26 14:05:10","1","1","0","0"
"1526321","3270","3790","16","","0","0","0","0"
"1526396","2291","3790","37","2024-01-31 08:26:01","20","7","6","7"
"1526406","7035","3790","13","2023-04-21 22:12:41","1","1","0","0"
"1529246","7662","3789","16","2023-12-03 22:51:32","12","5","5","2"
"1529324","2545","3789","28","","0","0","0","0"
"1529843","3179","3949","43","2024-01-25 22:00:32","13","1","3","9"
"1531040","2311","3788","6","2023-12-01 14:47:44","1","0","0","1"
"1531280","2711","3788","7","2024-01-17 09:38:50","6","1","1","4"
"1532919","3163","3788","5","2023-12-05 23:30:21","3","1","1","1"
"1533068","2505","3788","6","2023-11-30 23:42:52","1","0","0","1"
"1533592","8660","3787","64","2023-09-12 00:59:52","11","9","1","1"
"1534084","3339","3787","10","2023-12-06 19:32:19","7","0","2","5"
"1534182","8985","3787","15","2023-11-26 22:22:12","5","2","0","3"
"1534218","5796","3787","9","","0","0","0","0"
"1534925","3894","3787","6","2023-11-20 14:49:50","3","0","0","3"
"1536197","2056","3787","6","2023-10-30 20:59:52","2","1","0","1"
"1537154","2040","3786","6","","0","0","0","0"
"1538042","3165","3786","7","2023-08-24 06:30:30","1","0","0","1"
"1538604","2184","3786","8","","0","0","0","0"
"1539100","3089","3786","8","2023-11-10 09:55:39","16","3","3","10"
"1540019","3357","3785","5","2023-05-10 12:05:16","2","1","1","0"
"1540177","3806","3785","73","2024-01-23 15:11:54","64","12","12","40"
"1540264","7996","3785","6","2023-12-13 12:13:42","4","0","1","3"
"1540501","3774","3785","5","2023-10-11 13:49:28","4","1","0","3"
"1540563","2044","3785","14","","0","0","0","0"
"1540749","9646","3785","11","","0","0","0","0"
"1541397","5968","3785","9","2023-07-27 03:47:23","6","3","3","0"
"1542982","9134","3784","5","2023-03-31 18:09:07","1","1","0","0"
"1543163","4455","3784","13","2024-01-29 12:42:00","1","0","0","1"
"1543502","3481","3783","30","2024-01-13 19:17:47","15","7","5","3"
"1543596","5549","3783","11","2023-11-30 17:43:49","2","0","0","2"
"1543677","2148","3783","9","2023-09-28 15:02:18","12","6","2","4"
"1544278","2321","3783","5","","0","0","0","0"
"1545014","5470","3782","5","2023-04-26 19:06:23","1","1","0","0"
"1546137","5451","3782","8","2023-02-18 21:41:08","2","2","0","0"
"1547335","5444","3781","5","2024-01-23 20:52:59","2","1","0","1"
"1547872","2915","3781","5","2023-04-14 18:03:21","1","1","0","0"
"1549818","6143","3781","5","2023-12-18 19:44:36","16","3","5","8"
"1551027","3383","3780","6","","0","0","0","0"
"1551102","4821","4285","16","2023-09-21 14:42:16","26","6","14","6"
"1554195","4140","3779","67","2024-01-16 13:51:26","42","10","15","17"
"1555190","3409","3779","5","2023-11-23 18:42:08","8","4","2","2"
"1555261","3006","3779","9","","0","0","0","0"
"1555405","2282","3779","6","2023-11-09 22:33:27","8","1","3","4"
"1556106","2371","3779","5","2023-12-13 04:44:54","6","1","1","4"
"1556746","4507","3778","40","2024-01-12 16:50:30","44","13","1","30"
"1557060","5623","3778","79","2023-06-01 22:15:23","38","37","1","0"
"1559116","3219","3777","24","2023-08-07 18:52:38","1","0","0","1"
"1559401","9919","3777","11","2024-01-25 10:10:34","6","2","1","3"
"1560953","5897","3776","17","2023-12-16 11:12:28","3","0","2","1"
"1561146","2132","4261","10","2023-10-05 22:13:00","1","0","0","1"
"1564935","2135","3774","5","","0","0","0","0"
"1564947","2899","3774","8","2024-01-29 05:49:45","6","1","0","5"
"1565971","3377","3774","6","2023-04-28 19:32:45","1","1","0","0"
"1566899","5436","3774","8","2024-01-15 10:36:44","3","0","0","3"
"1569204","5849","3773","16","2023-04-13 11:45:53","2","2","0","0"
"1569675","8298","3773","8","2023-08-16 06:56:00","1","0","0","1"
"1570415","6991","3772","11","2023-10-20 04:13:27","9","1","5","3"
"1570972","2973","3772","12","","0","0","0","0"
"1571407","9305","3772","113","2024-01-26 03:06:29","52","21","6","25"
"1571950","2479","3772","84","2024-01-30 18:13:53","25","2","12","11"
"1572330","3700","3772","7","2023-08-19 06:28:22","6","4","1","1"
"1575416","3408","3770","5","2023-11-06 21:24:43","2","1","0","1"
"1576196","2077","3770","7","2023-08-30 09:37:28","1","0","0","1"
"1576254","3583","3770","5","2023-03-09 12:59:48","1","1","0","0"
"1576822","3057","3769","22","2023-12-06 04:47:14","1","0","0","1"
"1577058","7454","3769","21","2023-06-29 03:23:43","1","0","1","0"
"1578867","4451","3768","5","2023-08-12 11:54:42","6","4","1","1"
"1578898","6101","3768","17","2023-11-01 09:00:47","6","2","0","4"
"1580348","6099","3768","10","","0","0","0","0"
"1580941","8784","3767","5","","0","0","0","0"
"1583877","9927","3766","6","2023-11-28 22:05:56","5","1","2","2"
"1584167","8038","3766","8","2023-02-03 12:14:02","1","1","0","0"
"1585218","2128","3766","36","2024-01-10 08:44:26","13","0","0","13"
"1586498","4620","3765","12","2023-11-02 02:23:10","2","0","0","2"
"1586731","3709","3765","6","2024-01-18 08:17:50","10","5","1","4"
"1586860","6523","3765","22","2024-01-23 21:01:02","10","2","2","6"
"1589542","2612","3764","6","","0","0","0","0"
"1591819","2151","3763","6","","0","0","0","0"
"1592639","4332","3763","7","2024-01-30 19:03:42","13","1","3","9"
"1592756","2164","3763","8","","0","0","0","0"
"1594263","2056","3761","14","2024-01-27 16:03:24","9","4","0","5"
"1594286","9567","3761","9","2023-08-08 06:28:31","1","0","0","1"
"1594359","8145","3761","22","2024-01-23 06:58:44","1","0","0","1"
"1597964","4500","3760","8","2023-05-26 12:13:27","1","0","1","0"
"1598163","3823","3760","5","2023-02-01 12:07:26","1","1","0","0"
"1601122","3085","3759","5","","0","0","0","0"
"1601580","6374","3814","85","2024-01-22 02:01:20","42","21","5","16"
"1601849","5345","3759","17","2023-11-13 18:07:49","1","0","0","1"
"1602014","5547","3758","5","2023-09-21 14:45:33","2","1","0","1"
"1604261","6971","3758","5","","0","0","0","0"
"1604311","3535","3758","10","2023-02-28 09:17:18","1","1","0","0"
"1606231","3405","3757","6","2024-01-10 05:14:34","5","1","0","4"
"1606689","9168","3757","13","2023-09-05 05:23:58","3","2","0","1"
"1606853","5278","3757","5","2023-07-06 21:28:13","1","0","1","0"
"1607249","2042","3757","8","2023-04-14 13:58:56","1","1","0","0"
"1607937","2613","3757","10","2023-08-24 08:12:59","3","2","0","1"
"1608226","5394","3756","6","2023-10-29 07:30:46","12","0","8","4"
"1609614","6000","3755","6","2023-05-11 02:16:34","2","1","1","0"
"1609952","4036","3755","12","2023-11-08 05:22:42","1","0","0","1"
"1611620","2138","3754","5","","0","0","0","0"
"1611714","6146","3754","25","2023-08-22 11:09:33","1","0","0","1"
"1612142","5162","3754","7","","0","0","0","0"
"1612190","2911","3754","6","2023-11-23 15:28:35","4","2","1","1"
"1612369","2710","3754","26","2023-09-20 16:09:10","21","18","2","1"
"1612383","2334","3754","11","2024-01-24 08:57:32","12","2","6","4"
"1613005","3907","3753","8","2023-11-07 15:22:19","5","1","1","3"
"1614319","2362","3753","36","2024-01-30 16:53:35","12","3","2","7"
"1615594","6025","3752","7","2023-06-12 09:24:18","4","2","2","0"
"1615838","4792","3752","32","2024-01-07 03:48:35","5","3","0","2"
"1617550","2499","3752","8","","0","0","0","0"
"1617563","2313","3752","10","2023-09-11 07:54:46","2","1","0","1"
"1618513","6809","3751","9","2024-01-27 18:09:33","12","0","3","9"
"1618630","7515","3751","19","2023-05-04 13:42:12","7","6","1","0"
"1619193","5303","3751","160","2023-10-13 07:31:57","1","0","0","1"
"1619432","6570","3751","10","2023-07-08 14:16:21","1","0","1","0"
"1620380","5539","3751","14","2023-12-04 20:32:11","9","8","0","1"
"1621111","5461","3751","9","2023-09-06 15:31:04","4","1","2","1"
"1621444","5934","4696","13","2023-12-19 04:34:43","4","3","0","1"
"1623023","3113","3750","6","2024-01-31 17:29:09","12","5","1","6"
"1623645","6089","3750","12","2024-01-25 13:28:55","9","1","3","5"
"1625339","8928","3748","6","2023-11-21 03:35:42","6","0","2","4"
"1627296","6369","3747","5","2023-12-25 18:16:26","1","0","0","1"
"1627904","6343","3747","5","","0","0","0","0"
"1628812","3535","3747","10","2024-01-11 16:53:17","12","5","1","6"
"1630244","4522","3746","11","2024-01-25 14:05:32","7","4","1","2"
"1632305","3629","3745","7","","0","0","0","0"
"1633985","2093","3745","5","2023-12-20 12:52:46","4","2","0","2"
"1635450","4370","3744","20","2024-01-16 07:45:55","8","3","2","3"
"1636173","3094","3744","6","","0","0","0","0"
"1636377","2985","3744","12","","0","0","0","0"
"1639189","4050","3743","7","","0","0","0","0"
"1639359","7894","3743","35","2023-12-22 20:36:18","18","9","5","4"
"1639675","2714","3743","5","2023-09-22 07:00:42","3","0","2","1"
"1639918","2289","3742","5","2024-01-17 18:22:54","5","0","1","4"
"1640578","5416","3742","11","2024-01-15 15:50:25","9","1","5","3"
"1641112","7693","3742","27","2023-08-06 07:15:28","6","2","3","1"
"1641220","9063","3741","19","2023-10-20 11:20:29","10","1","3","6"
"1641381","3421","3741","10","2023-11-13 14:40:05","5","0","3","2"
"1641443","5103","3741","7","2024-01-11 12:41:26","5","1","1","3"
"1644618","3539","4378","9","2023-07-23 19:06:00","6","4","2","0"
"1649043","2047","3738","6","2023-08-22 14:56:34","1","0","0","1"
"1652219","3952","3737","13","2024-01-23 08:33:52","9","0","0","9"
"1653187","5828","3737","14","2023-02-21 23:13:24","1","1","0","0"
"1654143","7037","3736","23","2024-01-15 13:08:51","35","15","4","16"
"1654631","4210","3736","5","2023-11-03 09:22:55","5","1","1","3"
"1655064","7272","3736","5","2023-05-01 20:17:48","6","5","1","0"
"1655245","6577","3736","16","2023-08-16 21:37:02","5","2","0","3"
"1655674","6630","3736","5","2023-06-16 21:46:17","4","2","2","0"
"1656813","2757","3735","9","","0","0","0","0"
"1657465","6574","3734","18","2024-01-31 22:49:00","14","3","2","9"
"1657610","6964","3734","12","2023-02-19 18:30:03","1","1","0","0"
"1657639","3260","3734","20","","0","0","0","0"
"1657886","9256","3734","33","2023-11-21 12:37:31","20","10","5","5"
"1658168","2318","3734","14","2024-01-10 05:41:02","42","0","25","17"
"1660013","2589","3733","10","","0","0","0","0"
"1660757","4374","3733","10","2023-08-03 13:26:45","16","15","0","1"
"1662619","3051","3732","11","2024-01-10 08:22:56","2","0","1","1"
"1662766","3897","3732","5","2023-08-06 11:01:58","1","0","0","1"
"1662997","2063","3732","31","2023-12-18 18:57:29","11","5","5","1"
"1664318","6980","3732","34","2023-11-30 20:44:25","14","11","1","2"
"1664624","5976","3731","5","","0","0","0","0"
"1667351","2483","3730","31","2024-01-31 19:48:46","25","6","9","10"
"1667822","7190","3730","5","2023-10-13 15:51:51","6","4","0","2"
"1672318","3360","3729","7","2023-03-02 17:21:05","3","3","0","0"
"1672598","2782","3729","15","2023-08-15 05:20:11","1","0","0","1"
"1674992","4645","3728","6","2023-07-08 03:44:51","2","0","2","0"
"1675168","2213","3727","7","","0","0","0","0"
"1677285","4152","3726","7","2023-10-03 21:12:22","2","1","0","1"
"1679220","4796","3725","109","2024-01-31 22:04:17","81","15","34","32"
"1679754","7255","3725","11","","0","0","0","0"
"1679903","6518","3725","5","2023-03-09 09:01:47","1","1","0","0"
"1680826","5204","3725","20","2024-01-12 11:03:57","8","3","1","4"
"1681903","6335","3724","10","2023-11-01 06:44:13","4","1","0","3"
"1682146","6803","3724","7","","0","0","0","0"
"1682353","2703","3724","9","2023-09-17 08:50:05","21","1","17","3"
"1682525","3895","3724","23","2023-09-07 08:09:46","4","1","2","1"
"1685196","4155","3723","15","2024-01-13 15:10:33","5","0","4","1"
"1687766","3842","3722","11","2023-11-20 16:22:03","4","1","0","3"
"1688590","7473","3722","8","2024-01-25 08:47:54","7","0","2","5"
"1688785","7387","3722","5","","0","0","0","0"
"1689180","6830","3722","15","","0","0","0","0"
"1689261","8994","3722","5","2023-05-09 06:18:55","1","0","1","0"
"1689698","4344","3722","8","","0","0","0","0"
"1689770","7186","3722","9","2023-03-31 15:35:52","2","2","0","0"
"1690199","2864","3721","12","","0","0","0","0"
"1691152","2388","3721","21","2023-05-25 23:10:44","1","0","1","0"
"1692179","3708","3720","5","2023-10-10 16:42:47","5","0","2","3"
"1692651","2650","3720","8","","0","0","0","0"
"1692709","2623","3720","11","","0","0","0","0"
"1693057","2877","3720","7","2023-03-13 10:57:55","2","2","0","0"
"1695049","2711","3719","6","2023-06-13 14:09:01","4","3","1","0"
"1695062","2809","3719","8","2023-12-20 09:42:44","3","1","0","2"
"1695078","2214","3719","16","2023-04-28 17:48:09","6","6","0","0"
"1698723","2238","3718","11","2023-11-20 16:01:17","7","0","5","2"
"1698736","9377","3718","7","2023-11-16 19:26:32","4","0","1","3"
"1701388","4416","3717","8","2024-01-31 19:55:15","6","0","1","5"
"1701415","2548","3717","6","","0","0","0","0"
"1701776","8227","3717","11","2023-11-09 12:28:36","12","3","4","5"
"1702413","7652","3716","5","2023-06-23 11:58:41","2","0","2","0"
"1703491","4114","3716","16","2024-01-19 18:19:32","3","0","0","3"
"1703730","7658","3716","9","2023-02-02 15:40:20","1","1","0","0"
"1704411","4394","3716","5","2023-02-18 09:43:39","1","1","0","0"
"1704634","3451","3716","7","","0","0","0","0"
"1705829","3283","3715","16","2024-01-18 09:00:04","1","0","0","1"
"1706744","2135","3715","10","2023-09-26 14:17:58","10","8","1","1"
"1707353","3273","3715","7","2024-01-23 23:48:36","2","0","0","2"
"1707427","2516","3715","80","2023-11-30 20:41:44","8","3","1","4"
"1708626","3343","3714","10","2024-01-09 14:38:00","10","3","4","3"
"1709337","2178","3713","10","2023-03-29 07:20:31","1","1","0","0"
"1710523","4165","3713","28","2023-11-17 23:13:10","53","2","31","20"
"1712345","2113","3712","39","2023-09-16 07:08:28","14","8","2","4"
"1713519","4334","3711","6","2023-03-28 19:25:24","1","1","0","0"
"1714171","6135","3711","10","2023-03-14 14:57:24","1","1","0","0"
"1716574","4190","3710","12","2023-08-21 18:33:35","3","1","0","2"
"1716859","9030","3710","6","2023-02-20 15:56:03","1","1","0","0"
"1717210","3929","3710","65","2023-10-13 09:42:38","15","9","4","2"
"1717259","2913","3710","5","","0","0","0","0"
"1717535","5769","3710","7","2023-10-04 07:43:49","2","1","0","1"
"1717729","6891","3710","8","","0","0","0","0"
"1717828","7291","3710","11","2023-12-26 01:57:08","4","3","0","1"
"1718575","4744","3710","6","2023-03-30 19:51:54","1","1","0","0"
"1718633","2136","3710","6","2023-09-12 05:03:21","2","0","0","2"
"1718722","3102","3709","7","2024-01-30 13:59:28","6","0","1","5"
"1719569","2424","3709","10","2023-12-12 12:45:08","4","1","0","3"
"1719926","2993","3709","70","2023-12-03 20:59:52","10","1","8","1"
"1719931","6289","3709","11","2024-01-15 23:20:26","19","4","2","13"
"1720085","2446","3709","6","2023-10-16 13:55:43","3","0","1","2"
"1723372","2683","3708","8","2024-01-29 09:27:19","5","1","1","3"
"1723944","3028","3708","6","2023-06-30 19:12:23","3","1","2","0"
"1723954","5230","3708","6","2023-12-04 13:35:16","10","4","0","6"
"1724128","2360","3708","5","","0","0","0","0"
"1725177","6821","3707","15","2023-08-18 07:08:50","6","4","1","1"
"1725871","3482","3707","10","2024-01-28 15:34:31","18","7","3","8"
"1728790","4272","3705","16","2023-04-14 11:10:46","3","3","0","0"
"1729094","8447","4371","9","2023-07-20 09:39:28","2","0","2","0"
"1731460","6679","3704","21","2024-01-19 10:58:36","20","3","4","13"
"1731532","8490","3704","5","","0","0","0","0"
"1732775","2684","3704","6","2023-08-28 09:04:01","1","0","0","1"
"1734439","8017","3703","7","2023-08-16 19:15:40","2","1","0","1"
"1734722","4119","3703","127","2024-01-29 16:05:58","110","27","41","42"
"1734815","7331","3703","10","2023-12-04 17:27:38","5","1","2","2"
"1734996","5405","3703","98","2023-12-13 15:31:40","6","0","3","3"
"1735603","2131","3703","6","2023-06-13 14:56:45","4","2","2","0"
"1735672","3480","3703","5","2023-08-25 20:50:04","4","0","3","1"
"1736679","4997","3702","16","2023-10-25 05:05:08","5","1","2","2"
"1737913","3735","3702","9","2024-01-18 18:25:50","8","1","0","7"
"1738003","2155","3702","29","2023-02-27 11:38:43","2","2","0","0"
"1738579","4695","3702","7","2024-01-29 17:22:26","3","0","2","1"
"1739949","2415","3701","10","2024-01-12 06:48:56","3","0","0","3"
"1740154","3971","3701","7","","0","0","0","0"
"1741346","8460","3701","15","2023-10-24 15:18:38","3","1","1","1"
"1741690","7624","3701","11","2024-01-29 10:32:16","3","0","0","3"
"1744230","4536","3699","9","2023-08-29 08:04:12","4","1","2","1"
"1744743","6188","3699","6","2024-01-23 12:52:42","6","1","2","3"
"1744873","3710","3699","40","2023-03-29 09:00:24","1","1","0","0"
"1744914","7289","3699","9","","0","0","0","0"
"1745616","3128","3699","17","2023-06-28 12:34:12","2","1","1","0"
"1746685","3017","3698","5","","0","0","0","0"
"1747583","2411","3698","32","2023-05-18 18:58:36","6","5","1","0"
"1748754","7935","3697","6","","0","0","0","0"
"1749551","4827","3697","45","2023-09-28 23:07:22","17","6","7","4"
"1750282","8367","3697","21","2024-01-21 02:37:21","3","0","0","3"
"1750324","7823","3697","10","","0","0","0","0"
"1750509","2450","3697","5","2023-08-15 21:09:38","3","0","2","1"
"1751266","2187","3697","7","2023-08-20 14:01:58","2","1","0","1"
"1751321","6428","3697","8","2024-01-30 08:50:17","14","1","0","13"
"1751977","2376","3696","6","2023-08-26 03:34:52","2","1","0","1"
"1752366","7043","3696","18","2023-10-28 10:21:28","3","0","2","1"
"1753435","4778","3696","6","","0","0","0","0"
"1753903","2265","4361","13","2023-07-06 00:06:47","2","1","1","0"
"1754322","4278","3696","12","2023-11-06 08:56:02","9","6","1","2"
"1756721","6385","3695","7","2023-02-28 21:14:12","1","1","0","0"
"1757980","2442","3694","5","","0","0","0","0"
"1758051","5680","3694","13","2023-09-25 17:05:03","3","0","2","1"
"1758082","2841","3694","5","2023-10-02 09:40:57","3","2","0","1"
"1758701","4863","3694","5","2024-01-04 09:16:45","13","0","3","10"
"1759063","5483","3694","38","2024-01-22 00:17:56","28","8","6","14"
"1759443","8498","3694","23","2024-01-13 22:18:56","25","4","7","14"
"1759499","5704","3694","9","","0","0","0","0"
"1761307","8060","3693","7","2023-03-16 16:04:55","3","3","0","0"
"1761806","7667","3693","5","2023-10-15 16:10:48","5","0","3","2"
"1762295","4001","3693","5","2023-03-16 03:51:32","1","1","0","0"
"1763012","5156","3692","8","2023-12-05 03:00:36","5","1","1","3"
"1764442","7267","3691","12","","0","0","0","0"
"1764528","2119","3691","27","","0","0","0","0"
"1764696","2054","3691","7","","0","0","0","0"
"1766219","2882","3691","24","2023-11-16 19:15:26","5","2","1","2"
"1766544","6011","3691","18","2024-01-28 05:54:39","17","8","1","8"
"1767316","3773","3690","5","2023-11-11 20:42:00","5","1","1","3"
"1767482","9970","4353","6","2023-07-06 08:47:17","3","0","3","0"
"1768179","3784","3690","8","2024-01-26 10:42:21","9","0","1","8"
"1768565","6755","3690","16","2024-01-24 14:48:39","25","4","12","9"
"1771155","4906","3689","5","2023-10-15 14:25:44","2","0","1","1"
"1771766","4667","3689","6","2023-06-23 08:53:35","1","0","1","0"
"1772990","5491","3688","13","2023-11-04 08:41:11","2","1","0","1"
"1773592","3421","3688","10","2023-02-03 09:47:26","1","1","0","0"
"1773841","7675","3688","6","2023-10-30 13:02:58","2","1","0","1"
"1774081","3626","3688","10","2023-10-30 00:02:38","2","0","0","2"
"1774332","3025","3688","9","","0","0","0","0"
"1778275","6983","3687","20","2023-09-22 10:45:39","6","1","2","3"
"1779091","9955","3686","12","","0","0","0","0"
"1779532","2534","3686","107","","0","0","0","0"
"1781318","2966","3685","5","","0","0","0","0"
"1782782","6178","3684","16","2023-05-30 08:24:17","4","2","2","0"
"1783632","6297","3684","6","2023-10-25 15:35:32","4","2","0","2"
"1785729","2093","3683","5","2023-11-14 14:54:08","17","13","3","1"
"1788771","4117","3682","5","2023-05-02 23:48:50","3","1","2","0"
"1788961","5583","3682","28","2023-04-04 13:21:28","2","2","0","0"
"1789202","9535","3682","5","","0","0","0","0"
"1790728","6721","3681","12","2023-03-29 07:31:47","3","3","0","0"
"1790864","6248","3681","9","2024-01-23 09:46:20","4","1","0","3"
"1790912","2978","3681","6","2023-09-19 02:36:01","4","1","0","3"
